,LOC,ZC,CITY,road,state,LAT,LONG
739,Club/Bar/Restaurant,10002.0,New York,Manhattan,NY,40.71942599,-73.9887013
740,Club/Bar/Restaurant,10011.0,New York,Manhattan,NY,40.74371747,-74.00597259
741,Club/Bar/Restaurant,10458.0,Bronx,Bronx,NY,40.85930241,-73.89807612
742,Club/Bar/Restaurant,10012.0,New York,Manhattan,NY,40.72827564,-73.99935778
743,Club/Bar/Restaurant,11216.0,,Brooklyn,NY,40.67845538,-73.9496774
744,Club/Bar/Restaurant,11385.0,Ridgewood,Queens,NY,40.70484883,-73.90560866
745,Club/Bar/Restaurant,10010.0,New York,Manhattan,NY,40.73964395,-73.98965415
746,Club/Bar/Restaurant,10030.0,New York,Manhattan,NY,40.8172264,-73.94229989
747,Club/Bar/Restaurant,11238.0,,Brooklyn,NY,40.68729923,-73.95691111
748,Club/Bar/Restaurant,10009.0,New York,Manhattan,NY,40.72292768,-73.98354531
749,Club/Bar/Restaurant,10002.0,New York,Manhattan,NY,40.71757618,-73.99052335
750,Club/Bar/Restaurant,10033.0,New York,Manhattan,NY,40.8458189,-73.93857399
751,Club/Bar/Restaurant,10451.0,Bronx,Bronx,NY,40.82552296,-73.92654974
752,Club/Bar/Restaurant,11106.0,Astoria,Queens,NY,40.76042049,-73.92205884
753,Club/Bar/Restaurant,11205.0,,Brooklyn,NY,40.69492271,-73.95309084
754,Club/Bar/Restaurant,10457.0,Bronx,Bronx,NY,40.85434768,-73.90059963
755,Club/Bar/Restaurant,11211.0,,Brooklyn,NY,40.71355468,-73.96188648
756,Club/Bar/Restaurant,11230.0,,Brooklyn,NY,40.61101573,-73.97340545
757,Club/Bar/Restaurant,11103.0,Astoria,Queens,NY,40.76750843,-73.91203971
758,Club/Bar/Restaurant,10463.0,Bronx,Bronx,NY,40.87823133,-73.90299396
759,Club/Bar/Restaurant,10021.0,New York,Manhattan,NY,40.770663,-73.95701963
760,Club/Bar/Restaurant,11211.0,,Brooklyn,NY,40.71189525,-73.95734249
761,Club/Bar/Restaurant,10003.0,New York,Manhattan,NY,40.72602991,-73.9890754
762,Club/Bar/Restaurant,11221.0,,Brooklyn,NY,40.68970483,-73.91852118
763,Club/Bar/Restaurant,10027.0,New York,Manhattan,NY,40.80921013,-73.94444898
764,Club/Bar/Restaurant,11222.0,,Brooklyn,NY,40.72336564,-73.95056707
765,Club/Bar/Restaurant,10016.0,New York,Manhattan,NY,40.7436844,-73.97359429
